,urunKod,urunAdı,listeFiyatı,kdvOran,marka,kategori,menşei,created_id
1176,1177,MİGROS PEYNİRLİ KRAKER 65 G ,0.45,0.08,migros,Atıştırmalık,Türkiye,2020-01-01
1177,1178,MİGROS SUSAMLI ÇUBUK KRAKER 150 G ,1.0,0.08,migros,Atıştırmalık,Türkiye,2020-01-01
1178,1179,MİGROS ÇUBUK KRAKER 40 G ,0.2,0.08,migros,Atıştırmalık,Türkiye,2020-01-01
1179,1180,NUTELLA B-READY 8'Lİ PAKET ,9.9,0.08,Nutella,Atıştırmalık,Almanya,2020-01-01
1180,1181,NYAKERS PEPPAR KAKOR BİSKÜVİ 370 GR. ,11.95,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1181,1182,OREO BEYAZ ÇİKOLATA KAPLAMALI BİSKÜVİ 246 GR ,12.9,0.08,Oreo,Atıştırmalık,İngiltere,2020-01-01
1182,1183,OREO BİSKÜVİ 228 GR 6'LI PAKET ,5.45,0.08,Oreo,Atıştırmalık,İngiltere,2020-01-01
1183,1184,OREO BİSKÜVİ 2X228 GR (BARDAK HEDİYELİ SET) ,12.45,0.08,Oreo,Atıştırmalık,İngiltere,2020-01-01
1184,1185,OREO BİSKÜVİ 38 GR ,1.25,0.08,Oreo,Atıştırmalık,İngiltere,2020-01-01
1185,1186,OREO BİSKÜVİ 95 GR ,2.75,0.08,Oreo,Atıştırmalık,İngiltere,2020-01-01
1186,1187,OREO GOLDEN 154 G ,5.0,0.08,Oreo,Atıştırmalık,İngiltere,2020-01-01
1187,1188,OREO PEANUT BUTTER 154 G ,5.0,0.08,Oreo,Atıştırmalık,İngiltere,2020-01-01
1188,1189,OREO SÜTLÜ ÇİKOLATA KAPLAMALI BİSKÜVİ 246 GR ,12.9,0.08,Oreo,Atıştırmalık,İngiltere,2020-01-01
1189,1190,OREO ÇİKOLATALI BİSKÜVİ 176 GR ,5.45,0.08,Oreo,Atıştırmalık,İngiltere,2020-01-01
1190,1191,OZMO CORNET 25 GR ,1.0,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1191,1192,OZMO CORNET MUZLU 25 GR ,1.0,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1192,1193,OZMO HOPPO BARDAK 90 G ,3.0,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1193,1194,OZMO HOPPO ÇİK. KREMA DOLGULU BİSKÜVİ 40 G ,1.25,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1194,1195,"OZMO HOXİ POXİ 27,5 G ",1.0,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1195,1196,PRONOT GLUTENSİZ ZEYTİNLİ KEKİKLİ KURABİYE 80 GR ,1.75,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1196,1197,ROLAND TUZLU KRAKER 100 GR ,11.45,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1197,1198,RONDO CANPARE FINDIK KREMALI 81 GR ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1198,1199,RONDO CANPARE ÇİKOLATALI 81 GR ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1199,1200,RONDO KLASİK MUZ 61 GR ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1200,1201,RONDO KLASİK VANİLYALI 68 GR ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1201,1202,RONDO KLASİK ÇİLEKLİ 68 GR ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1202,1203,SAKLIKÖY FINDIK KREMALI BİSKÜVİ 3X88 G ,2.9,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1203,1204,SAKLIKÖY FINDIKLI KREMALI BİSKÜVİ 125 GR ,1.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1204,1205,SAKLIKÖY SÜTLÜ KREMALI BİSKÜVİ 3X88 GR ,2.9,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1205,1206,SAKLIKÖY SÜTLÜ KREMALI YULAFLI BİSKÜVİ 125 GR ,1.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1206,1207,SAKLIKÖY ÇİKOLATA KREM BİSK 100 G ,1.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1207,1208,SARAY 100 KALORİ BAHARATLI PİZZA KRAKER 168 GR ,2.5,0.08,Saray,Atıştırmalık,Türkiye,2020-01-01
1208,1209,SARAY CRALİPS TACO ACILI 100 GR ,1.25,0.08,Saray,Atıştırmalık,Türkiye,2020-01-01
1209,1210,SARAY ÇİKİLOPÇUK 160 GR ,1.5,0.08,Saray,Atıştırmalık,Türkiye,2020-01-01
1210,1211,SARAY ÇİKİLOPÇUK HİNDİSTAN CEVİZLİ 160 GR ,1.5,0.08,Saray,Atıştırmalık,Türkiye,2020-01-01
1211,1212,STROOPWAFEL KARAMEL WAFEL 250 G ,3.25,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1212,1213,ŞÖLEN LUPPO SANDVİÇ KEK 8'Lİ PAKET 184 GR ,3.25,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1213,1214,ŞÖLEN LUPPO SANDVİÇ KEK KAKAOLU 8'Lİ PAKET 184 GR ,3.25,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1214,1215,TAFE BARAZEK 175 GR ,17.75,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1215,1216,TAFE BARAZEK PAKET 55 G ,4.5,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1216,1217,TAFE KILIÇE 300 GR ,13.95,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1217,1218,TAFE KILIÇE PAKET 60 G ,3.25,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1218,1219,THIN THINK BUĞDAY GOFRET 37 GR ,4.95,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1219,1220,THIN THINK PİRİNÇ KRAKERİ 100 GR ,8.75,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1220,1221,THIN THINK SİYAH PİRİNÇLİ DİYET LİFLİ GOFRET ,4.95,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1221,1222,TORKU DAVET DAMLA ÇİKOLATALI BİSKÜVİ 140 GR ,1.5,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1222,1223,TORKU DAVET FINDIKLI BİSKÜVİ 140 GR ,1.5,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1223,1224,TORKU FINDIK KREMALI 4LÜ PAKET 272 G ,2.0,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1224,1225,TORKU FINDIK KREMALI BİSKÜVİ 75 GR ,0.5,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1225,1226,TORKU KREMALI BİSKÜVİ SADE 272 GR ,2.0,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1226,1227,TORKU SADE KREMALI BİSKÜVİ 75 GR ,0.5,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1227,1228,TORKU TAM BUGDAYLI BISKÜVI 393 G ,2.75,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1228,1229,TORKU TAM BUĞDAYLI BİSKÜVİ 131 G ,1.0,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1229,1230,TORKU TAM YULAFLI BISKÜVI 118 G ,1.0,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1230,1231,TORKU TAM YULAFLI BISKÜVI 354 G ,2.75,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1231,1232,TORKU TAM ÇIKOLATAM BISKÜVI 100 G ,1.25,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1232,1233,TORKU TATKRAK BAHARATLI KRAKER 100 G ,1.0,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1233,1234,TORKU TATKRAK BAHARATLI KRAKER 40 G ,0.5,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1234,1235,TORKU TATKRAK PEYNİRLİ KRAKER 100 G ,1.0,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1235,1236,TORKU TATKRAK PEYNİRLİ KRAKER 40 G ,0.5,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1236,1237,TORKU TURTACIK MANDALİN JÖLELİ 102 G ,1.0,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1237,1238,TORKU TURTACIK PORTAKAL JÖLELİ 102 GR ,1.0,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1238,1239,TWITTO DOMATES BAHARATLI BURGU KRAKER 60 G ,2.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1239,1240,TWITTO KLASİK ÇITIR BURGU 60 G ,2.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1240,1241,TİVOLİ PORTAKALLI ÇİKOLATALI KURABİYE 150 GR ,10.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1241,1242,TİVOLİ ÇİKOLATALI KURABİYE 150 GR ,10.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1242,1243,UNO TARÇINLI ELMALI TART 50 GR ,1.25,0.08,Uno,Atıştırmalık,Türkiye,2020-01-01
1243,1244,ÜLKER ALBENİ ATIŞTIRMALIK 252 G ,5.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1244,1245,ÜLKER ALTINBASAK INCE GRISSINI 35 G ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1245,1246,ÜLKER ALTINBAŞAK LIGHT YULAFLI 46 GR ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1246,1247,ÜLKER ALTINBAŞAK LIGHT YULAFLI 5'Lİ 230 GR ,2.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1247,1248,ÜLKER AYICIK KRAKER 120 G ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1248,1249,ÜLKER BEBE BİSKÜVİ 1 KG ,7.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1249,1250,ÜLKER BEBE BİSKÜVİ 400 GR ,4.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1250,1251,ÜLKER BEBE BİSKÜVİ POŞET 190 GR ,1.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1251,1252,ÜLKER BİSKREM 150 G ,1.45,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1252,1253,ÜLKER BİSKREM RULO 100 GR ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1253,1254,ÜLKER BİSKREM VİŞNELİ ÇİKOLATALI 100 G ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1254,1255,ÜLKER BİSKÜVİ KAKAOLU 175 GR ,1.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1255,1256,ÜLKER CİCİ BALIK KRAKER 135 G ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1256,1257,ÜLKER DORE SÜTLÜ ÇIK. KAKAOLU BİSKÜVİ 80 G ,1.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1257,1258,ÜLKER DORE SÜTLÜ ÇIKOLATALI KREMALI BİSKÜVİ 79 GR ,1.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1258,1259,ÜLKER FINGER BİSKÜVİ 900 GR ,6.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1259,1260,ÜLKER HALLEY 10'LU 300 GR ,4.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1260,1261,ÜLKER HALLEY 14'LÜ EKONOMİK PAKET 420 GR ,5.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1261,1262,ÜLKER HANIMELLER ASORTİ POŞET 180 GR ,2.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1262,1263,ÜLKER HANIMELLER FINDIKLI 180 G ,2.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1263,1264,ÜLKER HANIMELLER FINDIKLI RULO 82 G ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1264,1265,ÜLKER HANIMELLER TUZLU KURABİYE KARMA PAKET 160 GR ,2.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1265,1266,ÜLKER HANIMELLER ÇOKODAMLA 88 GR ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1266,1267,ÜLKER HANIMELLER ÇOKODOLU VİŞNELİ 90 G ,1.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1267,1268,ÜLKER HAYLAYF 64 GR ,0.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1268,1269,ÜLKER KREMALI BİSKÜVİ 4'LÜ 244 GR ,2.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1269,1270,ÜLKER KRISPI TIRTIKLI KRAKER PEYNİRLİ&SOĞANLI 60 G ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1270,1271,ÜLKER KRISPI ÇUBUK KRAKER BAHARATLI 40 G ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1271,1272,ÜLKER KRİSPİ ACILI ÇUBUK 40 GR ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1272,1273,ÜLKER KRİSPİ BAHARATLI KRAKER 110 G ,1.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1273,1274,ÜLKER KRİSPİ PEYNİRLİ KRAKER 110 GR ,1.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1274,1275,ÜLKER KRİSPİ TIRTIKLI KRAKER ACILI 54 G ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1275,1276,ÜLKER KRİSPİ TIRTIKLI KRAKER BAHARATLI 60 G ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1276,1277,ÜLKER KRİSPİ ÇUBUK KRAKER PEYNİRLİ 40 G ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1277,1278,ÜLKER MAVİ - YEŞİL LIGHT BİSKÜVİ KETEN TOHUMLU KEPEKLİ 50 GR ,0.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1278,1279,ÜLKER MAVİ - YEŞİL LIGHT ELMA LİFLİ BİSKÜVİ 50 GR ,0.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1279,1280,ÜLKER MAVİ - YEŞİL LIGHT KAKAO KREMALI KEPEKLİ BİSKÜVİ 90 GR ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1280,1281,ÜLKER MAVİ - YEŞİL LIGHT LİMON LİFLİ BİSKÜVİ 50 GR ,0.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1281,1282,ÜLKER MAVİ - YEŞİL LIGHT MISIR VE PİRİNÇ ÇITIRI 40 GR ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1282,1283,ÜLKER MIX KRAKER 150 G ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1283,1284,ÜLKER MİNİ HALLEY 3'LÜ PAKET 231 GR ,2.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1284,1285,ÜLKER MİNİ HALLEY 66 G ,0.95,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1285,1286,ÜLKER PROBİS 10'LU 280 GR ,3.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1286,1287,ÜLKER PROBİS 30 GR ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1287,1288,ÜLKER PROBİS ATIŞTIRMALIK SANDAVİÇ BİSKÜVİ 75 GR ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1288,1289,ÜLKER PÖTİBÖR 175 GR ,1.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1289,1290,ÜLKER PÖTİBÖR 450 GR ,3.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1290,1291,ÜLKER PÖTİBÖR BİSKÜVİ 1 KG ,6.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1291,1292,ÜLKER PÖTİBÖR KAKAOLU 450 GR ,3.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1292,1293,ÜLKER PÖTİBÖR ÇİFTE KAVRULMUŞ 175 GR ,1.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1293,1294,ÜLKER PÖTİBÖR ÇİFTE KAVRULMUŞ 450 GR ,3.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1294,1295,ÜLKER SAKLIKÖY KLASIK BİSKÜVİ 126 GR ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1295,1296,ÜLKER SAKLIKÖY YULAFLI BİSKÜVİ 120 GR ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1296,1297,ÜLKER SANDVİÇ BİSKÜVİ KREMALI 610 GR ,4.95,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1297,1298,ÜLKER SMARTT KORNET ÇİKOLATA 32 G ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1298,1299,ÜLKER SPECIAL K KRAKER DOMATESLİ NANELİ 30 GR ,0.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1299,1300,ÜLKER SPECIAL K KRAKER FESLEĞENLİ 30 GR ,0.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1300,1301,ÜLKER SÜPER HALLEY 30 GR ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1301,1302,ÜLKER ÇOKOMEL LOKMALIK MARSHMALLOW H..CEVIZLI 91 G ,1.95,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1302,1303,ÜLKER ÇOKOMEL LOKMALIK MARSHMALLOW KARAMELLİ 91 G ,1.95,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1303,1304,ÜLKER ÇOKOMEL MARSHMALLOW SADE 6 ADET 78 GR ,1.45,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1304,1305,ÜLKER ÇOKOMEL ÇİLEKLİ 6'LI PAKET 78 G ,1.45,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1305,1306,ÜLKER ÇOKOPRENS ATIŞTIRMALIK 73 GR ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1306,1307,ÜLKER ÇOKOSANDVİÇ 10'LU 300 GR ,3.49,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1307,1308,ÜLKER ÇOKOSANDVİÇ 30 GR ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1308,1309,ÜLKER ÇUBUK KRAKER 120 GR ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1309,1310,ÜLKER ÇUBUK KRAKER 60 G ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1310,1311,ÜLKER ÇUBUK KRAKER SUSAMLI 121 GR ,1.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1311,1312,ÜLKER ÇUBUK KRAKER SUSAMLI 42 GR ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1312,1313,ÜLKER ÇİZİ 4'LÜ PAKET 252 GR ,2.85,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1313,1314,ÜLKER ÇİZİ KRAKER MİNİ 140 GR ,1.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1314,1315,ÜLKER ÇİZİ KRAKER SADE 65 GR ,0.65,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1315,1316,ÜLKER ÇİZİVİÇ 82 GR ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1316,1317,ÜLKER İKRAM BİSKÜVİ FINDIK KREMALI 92 GR ,1.2,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1317,1318,ÜLKER İKRAM BİSKÜVİ ÇİKOLATALI 92 GR ,1.2,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1318,1319,ÜLKER İKRAM FINDIKLI 3*92 G ,3.6,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1319,1320,ÜLKER İKRAM ÇİKOLATALI 3*92 G ,3.6,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1320,1321,WALKERS TEREYAĞLI YUVARLAK KURABİYE 150 GR ,21.45,0.08,Walkers,Atıştırmalık,İskoçya,2020-01-01
1321,1322,WALKERS TEREYAĞLI İSKOÇ KURABİYESİ 150 GR ,21.45,0.08,Walkers,Atıştırmalık,İskoçya,2020-01-01
1322,1323,WALKERS ÇİKOLATALI BİSKÜVİ 150 GR ,21.45,0.08,Walkers,Atıştırmalık,İskoçya,2020-01-01
1323,1324,WALKERS ÜÇGEN KURABİYE 150 GR ,21.45,0.08,Walkers,Atıştırmalık,İskoçya,2020-01-01
1324,1325,WASA SANDWICH PAPRIKA 37 GR ,3.1,0.08,Wasa,Atıştırmalık,İsveç,2020-01-01
1325,1326,WASA SANDWICH RYE CREAM CHEESE & CHIVES 30 GR ,3.1,0.08,Wasa,Atıştırmalık,İsveç,2020-01-01
1326,1327,WASA SANDWICH RYE CREAM CHEESE 30 GR ,3.1,0.08,Wasa,Atıştırmalık,İsveç,2020-01-01
1327,1328,WASA SANDWICH WHEAT CREAM CHEESE TOM BASIL 40 GR. ,3.1,0.08,Wasa,Atıştırmalık,İsveç,2020-01-01
1328,1329,ALA TURCA HAŞHAŞ DOMATES SÜPER BOY 120 GR         ,3.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1329,1330,ANADOLU LEZZETLERİ K.MARAŞ TARHANA CIPS FIR. 150 G ,10.75,0.08,anadolu lezzetleri,Atıştırmalık,Türkiye,2020-01-01
1330,1331,ANADOLU LEZZETLERİ K.MARAŞ TARHANA CIPSI ACI B.150 ,10.75,0.08,anadolu lezzetleri,Atıştırmalık,Türkiye,2020-01-01
1331,1332,ANADOLU LEZZETLERİ KAHRAMANMARAŞ TARHANA CİPSİ 150 GR ,10.75,0.08,anadolu lezzetleri,Atıştırmalık,Türkiye,2020-01-01
1332,1333,BİMOLA PATLAMIŞ MISIR 74 GR ,1.45,0.08,bimola,Atıştırmalık,Türkiye,2020-01-01
1333,1334,CHEETOS AİLE BOY 3'LÜ PAKET 144 GR ,2.25,0.08,Cheetos,Atıştırmalık,Türkiye,2020-01-01
1334,1335,CHEETOS BIFTEKLI AİLE BOYU 42 G ,1.0,0.08,Cheetos,Atıştırmalık,Türkiye,2020-01-01
1335,1336,CHEETOS FIRINDAN ELEKTRİK AİLE BOY 42 GR           ,1.0,0.08,Cheetos,Atıştırmalık,Türkiye,2020-01-01
1336,1337,CHEETOS FISTIKLI AİLE BOYU 42 G ,1.0,0.08,Cheetos,Atıştırmalık,Türkiye,2020-01-01
1337,1338,CHEETOS KARIŞIK SÜPER BOY 110 G ,2.0,0.08,Cheetos,Atıştırmalık,Türkiye,2020-01-01
1338,1339,CHEETOS PEYNİR VE BAHARAT KIVIR KIVIR AİLE BOY 42 GR ,1.0,0.08,Cheetos,Atıştırmalık,Türkiye,2020-01-01
1339,1340,CHEETOS PEYNİRLİ AİLE BOYU 42 G ,1.0,0.08,Cheetos,Atıştırmalık,Türkiye,2020-01-01
1340,1341,CHIPS MASTER TIRTIKLI KETÇAP PATATES CİPSİ PARTİ BOY 177 GR ,4.0,0.08,Chips master,Atıştırmalık,Türkiye,2020-01-01
1341,1342,CHIPS MASTER TIRTIKLI KETÇAPLI SÜPER BOY CİPS 92 G ,2.75,0.08,Chips master,Atıştırmalık,Türkiye,2020-01-01
1342,1343,CHIPS MASTER TIRTIKLI ORIGINAL PATATES CİPSİ PARTİ BOY 177 GR ,4.0,0.08,Chips master,Atıştırmalık,Türkiye,2020-01-01
1343,1344,CHIPS MASTER TIRTIKLI ORIGINAL SÜPER BOY CİPS 92 G ,2.75,0.08,Chips master,Atıştırmalık,Türkiye,2020-01-01
1344,1345,CHIPS MASTER TIRTIKLI YOĞURTLU SÜPER BOY CİPS 92 G ,2.75,0.08,Chips master,Atıştırmalık,Türkiye,2020-01-01
1345,1346,CHIPS MASTER İNCECİK KLASİK PATATES CİPSİ PARTİ BOY 177 GR ,4.0,0.08,Chips master,Atıştırmalık,Türkiye,2020-01-01
1346,1347,CHIPS MASTER İNCECİK KLASİK SÜPER BOY CİPS 92 G ,2.75,0.08,Chips master,Atıştırmalık,Türkiye,2020-01-01
1347,1348,CHIPS MASTER İNCECİK YOĞURT VE MEVSİM YEŞİLLİKLERİ PATATES CİPSİ PARTİ BOY 177 GR ,4.0,0.08,Chips master,Atıştırmalık,Türkiye,2020-01-01
1348,1349,CHIPS MASTER İNCECİK YOĞURTLU SÜPER BOY CİPS 92 G ,2.75,0.08,Chips master,Atıştırmalık,Türkiye,2020-01-01
1349,1350,CRITOS BARBEKÜ AROMALI AİLE BOYU 115 GR ,2.75,0.08,Chips master,Atıştırmalık,Türkiye,2020-01-01
1350,1351,CİPSO BASKETBOL TOPU HEDİYELİ 5'Lİ SET ,7.31,0.08,Chips master,Atıştırmalık,Türkiye,2020-01-01
1351,1352,ÇEREZOS 3 AL 2 ÖDE 54 G ,1.0,0.08,Çerezos,Atıştırmalık,Türkiye,2020-01-01
1352,1353,ÇEREZOS PEYNİR SOĞAN ÇEŞNİLİ MISIR ÇEREZİ SÜPER BOY 126 GR ,2.75,0.08,Çerezos,Atıştırmalık,Türkiye,2020-01-01
1353,1354,ÇEREZOS POPCORN PATLAMIŞ MISIR SÜPER BOY 126 GR ,2.75,0.08,Çerezos,Atıştırmalık,Türkiye,2020-01-01
1354,1355,ÇEREZOS SÜT MISIR AROMALI MISIR ÇEREZİ SÜPER BOY 126 GR ,2.2,0.08,Çerezos,Atıştırmalık,Türkiye,2020-01-01
1355,1356,ÇEREZZA KOKTEYL SÜPER BOY 109 GR ,3.5,0.08,Çerezza,Atıştırmalık,Türkiye,2020-01-01
1356,1357,ÇEREZZA MISIR ÇEREZİ 3'LÜ 170 GR              ,2.09,0.08,Çerezza,Atıştırmalık,Türkiye,2020-01-01
1357,1358,ÇEREZZA MİDİ MULTIPACK 3'LÜ 49 G ,1.0,0.08,Çerezza,Atıştırmalık,Türkiye,2020-01-01
1358,1359,ÇEREZZA POPCORN AİLE BOY 74 GR                     ,1.39,0.08,Çerezza,Atıştırmalık,Türkiye,2020-01-01
1359,1360,ÇEREZZA POPCORN MEGA BOY 138 GR ,3.0,0.08,Çerezza,Atıştırmalık,Türkiye,2020-01-01
1360,1361,ÇEREZZA SÜT MISIR SÜPER BOY 110 GR ,3.5,0.08,Çerezza,Atıştırmalık,Türkiye,2020-01-01
1361,1362,ÇEREZZA SİNEMA PEYNİR & SOĞAN AİLE BOY 68 GR       ,2.5,0.08,Çerezza,Atıştırmalık,Türkiye,2020-01-01
1362,1363,ÇEREZZA SİNEMA PEYNİR & SOĞAN PARTİ BOY 185 GR     ,4.5,0.08,Çerezza,Atıştırmalık,Türkiye,2020-01-01
1363,1364,ÇEREZZA SİNEMA PEYNİRLİ VE SOĞAN AROMALI CİPS SÜPER BOY 119 GR ,3.5,0.08,Çerezza,Atıştırmalık,Türkiye,2020-01-01
1364,1365,DARDANEL MISTER NO PİTA CİPS 70 G ,3.9,0.08,Dardanel,Atıştırmalık,Türkiye,2020-01-01
